id,place_name,category_name,category_group_code,category_group_name,phone,address_name,road_address_name,x,y,place_url,distance,wheelchair,animal
15525329,신한양식당,음식점 > 한식,FD6,음식점,02-364-6879,서울 중구 중림동 473-5,서울 중구 청파로 453,126.96796100259726,37.5598462712407,http://place.map.kakao.com/15525329,,unknown,unknown
188310753,회집기사식당,음식점 > 기사식당,FD6,음식점,,서울 중구 중림동 473-1,서울 중구 청파로 453-1,126.967856849134,37.5599111147106,http://place.map.kakao.com/188310753,,unknown,unknown
156123825,횟집기사식당,"음식점 > 한식 > 해물,생선 > 회",FD6,음식점,02-313-2882,서울 중구 중림동 473-1,서울 중구 청파로 453-1,126.967856849134,37.5599111147106,http://place.map.kakao.com/156123825,,unknown,unknown
21234030,수랏간,음식점 > 한식,FD6,음식점,,서울 중구 중림동 473,서울 중구 청파로 457,126.967829620832,37.5600624747763,http://place.map.kakao.com/21234030,,unknown,unknown
217116600,중림해장국,음식점 > 한식,FD6,음식점,02-392-1501,서울 중구 중림동 473-5,서울 중구 청파로 453,126.967920265525,37.5598282402405,http://place.map.kakao.com/217116600,,unknown,unknown
13078591,한스숯불갈비,"음식점 > 한식 > 육류,고기 > 갈비",FD6,음식점,,서울 중구 중림동 473-1,서울 중구 청파로 455,126.967951884908,37.5599940322618,http://place.map.kakao.com/13078591,,unknown,unknown
9191219,예 신라삼계탕 본점,"음식점 > 한식 > 육류,고기 > 닭요리 > 삼계탕",FD6,음식점,02-756-0701,서울 중구 순화동 151,서울 중구 칠패로 27,126.972012753487,37.5600959763574,http://place.map.kakao.com/9191219,,unknown,unknown
20203651,사리,음식점 > 아시아음식 > 인도음식,FD6,음식점,02-318-4249,서울 중구 순화동 151,서울 중구 칠패로 27,126.972356876422,37.5599482939337,http://place.map.kakao.com/20203651,,unknown,n
1638969972,밥드림,음식점 > 한식,FD6,음식점,02-6404-7664,서울 중구 순화동 151,서울 중구 칠패로 27,126.972329714518,37.5599446835834,http://place.map.kakao.com/1638969972,,unknown,unknown
10308187,더팬 서울역,음식점 > 중식 > 중화요리,FD6,음식점,02-774-8060,서울 중구 순화동 151,서울 중구 칠패로 27,126.972397606653,37.5599879473276,http://place.map.kakao.com/10308187,,n,n
1102847581,해담채 시청점,"음식점 > 한식 > 해물,생선",FD6,음식점,02-318-4997,서울 중구 봉래동1가 25,서울 중구 칠패로 37,126.973026854861,37.5600817964388,http://place.map.kakao.com/1102847581,,unknown,unknown
14596264,다흰정,"음식점 > 한식 > 육류,고기",FD6,음식점,02-318-2141,서울 중구 남대문로4가 20-10,서울 중구 남대문로 2,126.976246839759,37.56007077519303,http://place.map.kakao.com/14596264,,unknown,unknown
868137296,홍찹쌀꽈배기,음식점 > 간식,FD6,음식점,02-4318-8804,서울 중구 남대문로4가 20-10,서울 중구 남대문로 2,126.976243442918,37.5600752794942,http://place.map.kakao.com/868137296,,unknown,unknown
15463889,우모촌,"음식점 > 일식 > 돈까스,우동",FD6,음식점,02-757-3936,서울 중구 남대문로4가 20-60,서울 중구 남대문시장길 7,126.9764267925288,37.56008342521614,http://place.map.kakao.com/15463889,,unknown,unknown
10764789,진주집,음식점 > 한식 > 곰탕,FD6,음식점,02-318-7072,서울 중구 남창동 34-31,서울 중구 남대문시장길 22-2,126.977096839299,37.5600213883079,http://place.map.kakao.com/10764789,,unknown,unknown
8081393,중앙식당,"음식점 > 한식 > 해물,생선",FD6,음식점,02-752-2892,서울 중구 남창동 34-116,서울 중구 남대문시장길 22-12,126.977078804427,37.5597799176267,http://place.map.kakao.com/8081393,,unknown,unknown
8670706,희락갈치,"음식점 > 한식 > 해물,생선",FD6,음식점,02-755-3449,서울 중구 남창동 34-35,서울 중구 남대문시장길 22-10,126.977096892251,37.5598483969057,http://place.map.kakao.com/8670706,,unknown,unknown
10619983,왕성식당,"음식점 > 한식 > 해물,생선",FD6,음식점,02-752-9476,서울 중구 남창동 34-50,서울 중구 남대문시장길 18-2,126.976970098476,37.5599528878874,http://place.map.kakao.com/10619983,,unknown,unknown
16038622,동화식당,"음식점 > 한식 > 해물,생선",FD6,음식점,02-752-9940,서울 중구 남창동 34-146,서울 중구 남대문시장길 18-8,126.976952051817,37.5597510610485,http://place.map.kakao.com/16038622,,unknown,unknown
9605607,호남식당,"음식점 > 한식 > 해물,생선",FD6,음식점,02-775-5033,서울 중구 남창동 34-53,서울 중구 남대문시장길 18-6,126.976970138409,37.5598231443348,http://place.map.kakao.com/9605607,,unknown,unknown
15641405,청운식당,음식점 > 한식,FD6,음식점,02-776-7417,서울 중구 남창동 34-3,서울 중구 남대문시장길 12-3,126.976798075802,37.5599168143303,http://place.map.kakao.com/15641405,,unknown,unknown
8078592,전주식당,"음식점 > 한식 > 해물,생선",FD6,음식점,02-756-4126,서울 중구 남창동 34-38,서울 중구 남대문시장길 18-7,126.977028994206,37.5598159478247,http://place.map.kakao.com/8078592,,unknown,unknown
528919463,서울마님죽,음식점 > 한식 > 죽,FD6,음식점,,서울 중구 남창동 34-73,서울 중구 남대문시장길 14,126.976770880128,37.5600213246273,http://place.map.kakao.com/528919463,,unknown,unknown
12997934,우정식당,"음식점 > 한식 > 해물,생선",FD6,음식점,02-776-1060,서울 중구 남창동 34-82,서울 중구 남대문시장길 12-9,126.976784529971,37.5598014840578,http://place.map.kakao.com/12997934,,unknown,unknown
1776422976,춘장대,"음식점 > 한식 > 찌개,전골",FD6,음식점,,서울 중구 남창동 34-60,서울 중구 남대문시장길 16-3,126.976947440235,37.5600249632201,http://place.map.kakao.com/1776422976,,unknown,unknown
15972015,산촌잔치국수,음식점 > 한식 > 국수,FD6,음식점,02-776-2160,서울 중구 남창동 34-64,서울 중구 남대문시장길 16-4,126.976856927229,37.5599240338563,http://place.map.kakao.com/15972015,,unknown,unknown
17295109,서울삼계탕,"음식점 > 한식 > 육류,고기 > 닭요리 > 삼계탕",FD6,음식점,02-755-6925,서울 중구 남창동 34-56,서울 중구 남대문시장길 16-11,126.976929394732,37.5598195323926,http://place.map.kakao.com/17295109,,unknown,unknown
1451936672,희락식당,"음식점 > 한식 > 해물,생선",FD6,음식점,,서울 중구 남창동 34-33,서울 중구 남대문시장길 22-4,126.97709233195,37.5599565156544,http://place.map.kakao.com/1451936672,,unknown,unknown
1992701094,광장총각강정 남대문시장점,음식점 > 간식 > 닭강정,FD6,음식점,,서울 중구 남창동 34-73,서울 중구 남대문시장길 14,126.976798046745,37.5600105180059,http://place.map.kakao.com/1992701094,,unknown,unknown
13322455,남대문회센터,"음식점 > 한식 > 해물,생선 > 회",FD6,음식점,,서울 중구 남창동 34-36,서울 중구 남대문시장길 22-10,126.977083318377,37.559823166357,http://place.map.kakao.com/13322455,,unknown,unknown
8233351,내고향갈치,"음식점 > 한식 > 해물,생선",FD6,음식점,02-752-7954,서울 중구 남창동 34-39,서울 중구 남대문시장길 18-5,126.97703464131216,37.55985469179232,http://place.map.kakao.com/8233351,,unknown,unknown
2064751717,골목김밥,음식점 > 분식,FD6,음식점,070-4134-8773,서울 중구 남창동 34-25,서울 중구 남대문시장길 22-3,126.977160212549,37.5600466284981,http://place.map.kakao.com/2064751717,,unknown,unknown
251438414,대광분식,음식점 > 분식,FD6,음식점,02-319-1717,서울 중구 남창동 34-59,서울 중구 남대문시장길 16-5,126.976942928573,37.5599745065111,http://place.map.kakao.com/251438414,,unknown,unknown
32137545,수산떡지기,"음식점 > 간식 > 떡,한과",FD6,음식점,,서울 중구 남창동 33-1,서울 중구 남대문시장4길 9,126.977443241541,37.5597871957903,http://place.map.kakao.com/32137545,,unknown,unknown
26470123,왕핫바,음식점 > 분식,FD6,음식점,,서울 중구 남창동 32-12,서울 중구 남대문시장4길 3,126.9776672657,37.5600287055587,http://place.map.kakao.com/26470123,,unknown,unknown
1645262617,진흥분식,음식점 > 분식,FD6,음식점,,서울 중구 남창동 44-9,서울 중구 남대문시장8길 13,126.978645220463,37.559758587406,http://place.map.kakao.com/1645262617,,unknown,unknown
16703921,신흥분식,음식점 > 분식,FD6,음식점,,서울 중구 남창동 44-1,서울 중구 남대문시장8길 13,126.978658744484,37.5599604131691,http://place.map.kakao.com/16703921,,unknown,unknown
24944539,한옥집 회현점,음식점 > 한식,FD6,음식점,,서울 중구 회현동2가 10-1,서울 중구 소공로 48,126.983027532092,37.5598169625063,http://place.map.kakao.com/24944539,,unknown,unknown
1854057005,안동생가,음식점 > 한식 > 국밥,FD6,음식점,,서울 중구 회현동2가 10-1,서울 중구 소공로 48,126.983027532092,37.5598169625063,http://place.map.kakao.com/1854057005,,unknown,unknown
1965029185,욜로,"음식점 > 술집 > 호프,요리주점",FD6,음식점,,서울 중구 회현동2가 10-1,서울 중구 소공로 48,126.983086384858,37.5598205749396,http://place.map.kakao.com/1965029185,,unknown,unknown
16903276,마포설렁탕,음식점 > 한식 > 설렁탕,FD6,음식점,02-752-4600,서울 중구 회현동3가 9-8,서울 중구 퇴계로14길 15,126.983824302671,37.5598927580998,http://place.map.kakao.com/16903276,,unknown,unknown
12364779,지우,"음식점 > 한식 > 육류,고기 > 갈비",FD6,음식점,02-777-2171,서울 중구 남산동1가 6-9,서울 중구 퇴계로18길 20,126.985254868323,37.5600479169003,http://place.map.kakao.com/12364779,,y,n
359334095,와호장룡,음식점 > 중식,FD6,음식점,,서울 중구 남산동1가 10-4,서울 중구 퇴계로18길 26,126.985028563944,37.559766777371,http://place.map.kakao.com/359334095,,unknown,unknown
23965613,둘둘치킨 명동본점,음식점 > 치킨 > 둘둘치킨,FD6,음식점,02-772-9377,서울 중구 남산동2가 10-4,서울 중구 퇴계로20길 5,126.985780044841,37.5599434656749,http://place.map.kakao.com/23965613,,unknown,unknown
10333248,명동뚱뚱이족발,"음식점 > 한식 > 육류,고기 > 족발,보쌈",FD6,음식점,02-778-8998,서울 중구 남산동2가 11-2,서울 중구 퇴계로20길 9,126.9857812021544,37.55980921726713,http://place.map.kakao.com/10333248,,unknown,unknown
1462297691,깐뗄레,음식점 > 양식 > 이탈리안,FD6,음식점,02-318-8111,서울 중구 남산동2가 11-2,서울 중구 퇴계로20길 9,126.985793651265,37.5598128227536,http://place.map.kakao.com/1462297691,,n,n
16994155,그릴데미그라스,음식점 > 양식,FD6,음식점,02-723-1233,서울 중구 예장동 2-19,서울 중구 삼일대로2길 50,126.99114703904968,37.56001877283367,http://place.map.kakao.com/16994155,,unknown,unknown
276164932,탕화쿵푸마라탕 충정로직영점,음식점 > 중식 > 중화요리,FD6,음식점,,서울 서대문구 충정로3가 465,서울 서대문구 서소문로 27,126.964719378088,37.5601624979997,http://place.map.kakao.com/276164932,,unknown,unknown
26554480,맨인문,음식점 > 술집 > 와인바,FD6,음식점,02-364-4574,서울 서대문구 충정로3가 465,서울 서대문구 서소문로 27,126.964841553723,37.5602886740065,http://place.map.kakao.com/26554480,,unknown,unknown
2113104481,샐러디 충정로역점,음식점 > 샐러드 > 샐러디,FD6,음식점,02-312-2669,서울 서대문구 충정로3가 465,서울 서대문구 서소문로 27,126.964760084016,37.5602454018686,http://place.map.kakao.com/2113104481,,unknown,unknown
21722878,본도시락 서소문점,음식점 > 도시락 > 본도시락,FD6,음식점,02-392-4282,서울 서대문구 충정로3가 465,서울 서대문구 서소문로 27,126.96476008444084,37.56024450087191,http://place.map.kakao.com/21722878,,unknown,unknown
24768313,해주명가,음식점 > 한식,FD6,음식점,,서울 서대문구 충정로3가 465,서울 서대문구 서소문로 27,126.9648347628831,37.56028867198413,http://place.map.kakao.com/24768313,,unknown,unknown
521717980,차이로드,음식점 > 중식 > 중화요리,FD6,음식점,02-6381-1004,서울 서대문구 충정로3가 465,서울 서대문구 서소문로 27,126.96500903876786,37.56033647659538,http://place.map.kakao.com/521717980,,unknown,unknown
447640376,미친피자 서대문본점,음식점 > 양식 > 피자,FD6,음식점,02-312-7571,서울 서대문구 충정로3가 465,서울 서대문구 서소문로 27,126.964981901958,37.5602797057478,http://place.map.kakao.com/447640376,,unknown,unknown
17490405,깐부치킨 충정로역점,음식점 > 치킨 > 깐부치킨,FD6,음식점,,서울 중구 중림동 500,서울 중구 서소문로 38,126.966253986606,37.5604260376785,http://place.map.kakao.com/17490405,,unknown,unknown
16983510,테마라면,음식점 > 분식,FD6,음식점,02-2128-0180,서울 중구 중림동 500,서울 중구 서소문로 38,126.966217778491,37.5604044033997,http://place.map.kakao.com/16983510,,unknown,unknown
15780596,초밥이랑,"음식점 > 일식 > 초밥,롤",FD6,음식점,,서울 중구 중림동 500,서울 중구 서소문로 38,126.966272102044,37.5604116269054,http://place.map.kakao.com/15780596,,unknown,unknown
15906738,진수네해물칼국수,음식점 > 한식 > 국수,FD6,음식점,,서울 중구 중림동 500,서울 중구 서소문로 38,126.966217768728,37.5604260273212,http://place.map.kakao.com/15906738,,unknown,unknown
27273905,포로이 충정로점,음식점 > 아시아음식 > 동남아음식 > 포로이,FD6,음식점,02-313-8788,서울 중구 중림동 498,서울 중구 청파로 463-21,126.96669316528,37.5603432706778,http://place.map.kakao.com/27273905,,n,n
27503760,아삼육,"음식점 > 한식 > 육류,고기",FD6,음식점,02-702-6171,서울 중구 중림동 438,서울 중구 청파로 463-17,126.966865171284,37.5604081908488,http://place.map.kakao.com/27503760,,unknown,unknown
21324463,루이비스웨딩부페,음식점 > 뷔페,FD6,음식점,02-313-8700,서울 중구 중림동 441,서울 중구 청파로 463,126.967204837027,37.5601271746621,http://place.map.kakao.com/21324463,,unknown,unknown
13311812,박정자할매족발보쌈 중림동점,"음식점 > 한식 > 육류,고기 > 족발,보쌈 > 박정자할매족발보쌈",FD6,음식점,,서울 중구 중림동 441,서울 중구 청파로 463,126.967209229992,37.5604335148172,http://place.map.kakao.com/13311812,,unknown,unknown
8079539,중림장,음식점 > 한식 > 설렁탕,FD6,음식점,02-392-7743,서울 중구 중림동 468,서울 중구 청파로 459-1,126.967734456114,37.5602786880605,http://place.map.kakao.com/8079539,,unknown,unknown
10253905,닭칼원조집,"음식점 > 한식 > 육류,고기 > 닭요리",FD6,음식점,02-392-1134,서울 중구 중림동 471,서울 중구 청파로 457-1,126.9678114499633,37.56020662932637,http://place.map.kakao.com/10253905,,unknown,unknown
1379293987,적사부,음식점 > 중식 > 중화요리,FD6,음식점,02-392-2288,서울 중구 중림동 463,서울 중구 청파로 461,126.967711740667,37.5604624852091,http://place.map.kakao.com/1379293987,,unknown,unknown
898452253,청파로,음식점 > 한식,FD6,음식점,02-363-0360,서울 중구 중림동 471,서울 중구 청파로 457-1,126.967825036277,37.560195821067,http://place.map.kakao.com/898452253,,unknown,unknown
16377677,구룡식당,"음식점 > 한식 > 해물,생선",FD6,음식점,02-753-3382,서울 중구 중림동 469,서울 중구 청파로 459,126.967725403217,37.5602750815987,http://place.map.kakao.com/16377677,,unknown,unknown
9721557,꾸찌꾸찌,"음식점 > 술집 > 호프,요리주점",FD6,음식점,02-364-8502,서울 중구 중림동 355,서울 중구 청파로 464,126.968336507008,37.5604446344764,http://place.map.kakao.com/9721557,,unknown,unknown
312895692,식껍 남대문 본점,"음식점 > 한식 > 육류,고기",FD6,음식점,02-318-6902,서울 중구 순화동 151,서울 중구 칠패로 27,126.972033063315,37.5602635665921,http://place.map.kakao.com/312895692,,unknown,unknown
26944697,써브웨이 순화동라마다점,음식점 > 패스트푸드 > 샌드위치 > 써브웨이,FD6,음식점,02-776-4518,서울 중구 순화동 151,서울 중구 칠패로 27,126.97197073600064,37.560471682087744,http://place.map.kakao.com/26944697,,unknown,unknown
287711199,해주면가 순화점,음식점 > 한식,FD6,음식점,02-3789-9622,서울 중구 순화동 151,서울 중구 칠패로 27,126.972039897922,37.5601464386152,http://place.map.kakao.com/287711199,,unknown,unknown
1023058763,라마다호텔앤스위트 서울남대문 리에나,음식점 > 뷔페,FD6,음식점,02-775-7050,서울 중구 순화동 151,서울 중구 칠패로 27,126.972033063315,37.5602635665921,http://place.map.kakao.com/1023058763,,y,n
1953998409,담미온 서울역점,음식점 > 한식 > 국밥,FD6,음식점,02-318-1069,서울 중구 순화동 151,서울 중구 칠패로 27,126.971990054001,37.5602653583903,http://place.map.kakao.com/1953998409,,unknown,unknown
26573087,스시오모이,"음식점 > 일식 > 초밥,롤",FD6,음식점,02-318-0642,서울 중구 순화동 151,서울 중구 칠패로 27,126.971944819586,37.5601644359989,http://place.map.kakao.com/26573087,,unknown,unknown
772889049,신화마라탕,음식점 > 중식 > 중화요리,FD6,음식점,02-778-9990,서울 중구 순화동 151,서울 중구 칠패로 27,126.97207156793438,37.56020140692144,http://place.map.kakao.com/772889049,,unknown,unknown
1697115960,셰프안차이나,음식점 > 중식 > 중화요리,FD6,음식점,02-318-4300,서울 중구 순화동 151,서울 중구 칠패로 27,126.972116814967,37.5602689923822,http://place.map.kakao.com/1697115960,,unknown,unknown
1968456445,오한수 우육면가 순화점,음식점 > 중식,FD6,음식점,02-779-9345,서울 중구 순화동 151,서울 중구 칠패로 27,126.97203532558058,37.5602671711155,http://place.map.kakao.com/1968456445,,unknown,unknown
27127787,육전면사무소 순화동점,음식점 > 한식 > 국수,FD6,음식점,02-310-9933,서울 중구 순화동 151,서울 중구 칠패로 27,126.97202853036372,37.560278882465255,http://place.map.kakao.com/27127787,,unknown,unknown
24894173,놀부부대찌개 순화동점,"음식점 > 한식 > 찌개,전골 > 놀부부대찌개",FD6,음식점,02-777-3559,서울 중구 순화동 151,서울 중구 칠패로 27,126.97203532625409,37.56026536912189,http://place.map.kakao.com/24894173,,unknown,unknown
652161122,제주한라해장,음식점 > 한식 > 해장국,FD6,음식점,,서울 중구 순화동 151,서울 중구 칠패로 27,126.972034199162,37.5602527548986,http://place.map.kakao.com/652161122,,unknown,unknown
15671136,엄마가우렁쌈밥,음식점 > 한식 > 쌈밥,FD6,음식점,02-318-4727,서울 중구 순화동 151,서울 중구 칠패로 27,126.971917660328,37.5601536175795,http://place.map.kakao.com/15671136,,unknown,unknown
821109932,일산복국 순화점,"음식점 > 한식 > 해물,생선 > 복어",FD6,음식점,02-755-8988,서울 중구 순화동 151,서울 중구 칠패로 27,126.972100975052,37.5602545726902,http://place.map.kakao.com/821109932,,unknown,unknown
1790348628,쭈꾸랑김밥이랑,음식점 > 분식,FD6,음식점,02-3789-1165,서울 중구 순화동 151,서울 중구 칠패로 27,126.971999157006,37.5601356169973,http://place.map.kakao.com/1790348628,,unknown,unknown
15884072,제이제이,음식점 > 술집,FD6,음식점,,서울 중구 순화동 151,서울 중구 칠패로 27,126.972021787702,37.5601500383126,http://place.map.kakao.com/15884072,,unknown,unknown
